"interpro_accession","total_freq","inKaKs2","geneid_vec","interpro_description","geneid_vec_wKaKs2","expected_freq","IDlong","fisher_res","fisher_res_BF","fisher_res_Holm","fisher_res_BH","fisher_res_BY"
"IPR042234",1,0,"FUN_004691","WD repeat and FYVE domain-containing protein 1/2",NA,0.00410813676119799,"WD repeat and FYVE domain-containing protein 1/2 IPR042234",1,1,1,1,1
"IPR042236",3,0,"FUN_001883,FUN_003166,FUN_010545","Phosphoinositide 3-kinase, accessory (PIK) domain superfamily",NA,0.012324410283594,"Phosphoinositide 3-kinase, accessory (PIK) domain superfamily IPR042236",1,1,1,1,1
"IPR042237",1,0,"FUN_009714","Putative peptidyl-tRNA hydrolase PTRHD1",NA,0.00410813676119799,"Putative peptidyl-tRNA hydrolase PTRHD1 IPR042237",1,1,1,1,1
"IPR042238",1,0,"FUN_000356","DNA excision repair protein Rad28/ERCC8/Ckn1/ATCSA-1",NA,0.00410813676119799,"DNA excision repair protein Rad28/ERCC8/Ckn1/ATCSA-1 IPR042238",1,1,1,1,1
"IPR042239",3,0,"FUN_005950,FUN_006003,FUN_011050","Nop, C-terminal domain",NA,0.012324410283594,"Nop, C-terminal domain IPR042239",1,1,1,1,1
"IPR042241",3,0,"FUN_003011,FUN_005836,FUN_005260","Gamma-tubulin complex, C-terminal domain superfamily",NA,0.012324410283594,"Gamma-tubulin complex, C-terminal domain superfamily IPR042241",1,1,1,1,1
"IPR042245",1,0,"FUN_014414","Tgt2/MlaC superfamily",NA,0.00410813676119799,"Tgt2/MlaC superfamily IPR042245",1,1,1,1,1
"IPR042246",1,0,"FUN_002809","Zinc finger CCHC domain-containing protein 9",NA,0.00410813676119799,"Zinc finger CCHC domain-containing protein 9 IPR042246",1,1,1,1,1
"IPR042251",1,0,"FUN_014895","Ethanolamine ammonia-lyase light chain, C-terminal",NA,0.00410813676119799,"Ethanolamine ammonia-lyase light chain, C-terminal IPR042251",1,1,1,1,1
"IPR042252",1,0,"FUN_013589","MtfA, N-terminal",NA,0.00410813676119799,"MtfA, N-terminal IPR042252",1,1,1,1,1
"IPR042262",1,0,"FUN_006841","Nitrile hydratase beta subunit, N-terminal",NA,0.00410813676119799,"Nitrile hydratase beta subunit, N-terminal IPR042262",1,1,1,1,1
"IPR042263",1,0,"FUN_008999","Diphthamide synthesis DPH1/DPH2, domain 1",NA,0.00410813676119799,"Diphthamide synthesis DPH1/DPH2, domain 1 IPR042263",1,1,1,1,1
"IPR042264",1,0,"FUN_008999","Diphthamide synthesis DPH1/DPH2, domain 2",NA,0.00410813676119799,"Diphthamide synthesis DPH1/DPH2, domain 2 IPR042264",1,1,1,1,1
"IPR042265",2,0,"FUN_004287,FUN_008999","Diphthamide synthesis DPH1/DPH2, domain 3",NA,0.00821627352239597,"Diphthamide synthesis DPH1/DPH2, domain 3 IPR042265",1,1,1,1,1
"IPR042266",1,0,"FUN_007177","PPPDE putative peptidase domain superfamily",NA,0.00410813676119799,"PPPDE putative peptidase domain superfamily IPR042266",1,1,1,1,1
"IPR042269",2,0,"FUN_003798,FUN_007178","Serine carboxypeptidase S28, SKS domain",NA,0.00821627352239597,"Serine carboxypeptidase S28, SKS domain IPR042269",1,1,1,1,1
"IPR042270",1,0,"FUN_012906","tRNA-dihydrouridine(16) synthase, C-terminal",NA,0.00410813676119799,"tRNA-dihydrouridine(16) synthase, C-terminal IPR042270",1,1,1,1,1
"IPR042272",1,0,"FUN_006887","ATP12, ATP synthase F1-assembly protein, N-terminal",NA,0.00410813676119799,"ATP12, ATP synthase F1-assembly protein, N-terminal IPR042272",1,1,1,1,1
"IPR042276",2,0,"FUN_002460,FUN_006407","F-actin-capping protein subunit alpha/beta, domain 2",NA,0.00821627352239597,"F-actin-capping protein subunit alpha/beta, domain 2 IPR042276",1,1,1,1,1
"IPR042277",3,0,"FUN_002749,FUN_002466,FUN_001971","Vacuolar protein sorting-associated protein IST1-like",NA,0.012324410283594,"Vacuolar protein sorting-associated protein IST1-like IPR042277",1,1,1,1,1
"IPR042279",1,0,"FUN_010003","Peptidase M60, enhancin-like domain 3",NA,0.00410813676119799,"Peptidase M60, enhancin-like domain 3 IPR042279",1,1,1,1,1
"IPR042289",1,0,"FUN_007011","Cytochrome c oxidase assembly factor 6 homolog",NA,0.00410813676119799,"Cytochrome c oxidase assembly factor 6 homolog IPR042289",1,1,1,1,1
"IPR042292",1,0,"FUN_000812","ADP-ribosylation factor-like protein 15",NA,0.00410813676119799,"ADP-ribosylation factor-like protein 15 IPR042292",1,1,1,1,1
"IPR042299",1,0,"FUN_001053","Ufd1-like, Nn domain",NA,0.00410813676119799,"Ufd1-like, Nn domain IPR042299",1,1,1,1,1
"IPR042301",1,0,"FUN_006214","Glycosyl hydrolase 115 superfamily",NA,0.00410813676119799,"Glycosyl hydrolase 115 superfamily IPR042301",1,1,1,1,1
"IPR042302",1,0,"FUN_004347","Ubiquitin-activating enzyme E1, FCCH domain superfamily",NA,0.00410813676119799,"Ubiquitin-activating enzyme E1, FCCH domain superfamily IPR042302",1,1,1,1,1
"IPR042360",1,0,"FUN_002153","Aminoacyl tRNA synthase complex-interacting multifunctional protein 2",NA,0.00410813676119799,"Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 IPR042360",1,1,1,1,1
"IPR042404",1,0,"FUN_008654","KATNB1-like protein 1",NA,0.00410813676119799,"KATNB1-like protein 1 IPR042404",1,1,1,1,1
"IPR042410",1,0,"FUN_003060","Transducin beta-like protein 2",NA,0.00410813676119799,"Transducin beta-like protein 2 IPR042410",1,1,1,1,1
"IPR042411",1,0,"FUN_007049","WD repeat-containing protein 27",NA,0.00410813676119799,"WD repeat-containing protein 27 IPR042411",1,1,1,1,1
"IPR042420",3,0,"FUN_012354,FUN_012354,FUN_012354","Ankycorbin",NA,0.012324410283594,"Ankycorbin IPR042420",1,1,1,1,1
"IPR042422",1,0,"FUN_003637","Coiled-coil domain-containing protein 103",NA,0.00410813676119799,"Coiled-coil domain-containing protein 103 IPR042422",1,1,1,1,1
"IPR042433",1,0,"FUN_003552","Allograft inflammatory factor 1",NA,0.00410813676119799,"Allograft inflammatory factor 1 IPR042433",1,1,1,1,1
"IPR042449",1,0,"FUN_004347","Ubiquitin-activating enzyme E1, inactive adenylation domain, subdomain 1",NA,0.00410813676119799,"Ubiquitin-activating enzyme E1, inactive adenylation domain, subdomain 1 IPR042449",1,1,1,1,1
"IPR042450",1,0,"FUN_004005","Eukaryotic translation elongation factor 1 epsilon-1",NA,0.00410813676119799,"Eukaryotic translation elongation factor 1 epsilon-1 IPR042450",1,1,1,1,1
"IPR042451",1,0,"FUN_002700","ZPR1, A/B domain",NA,0.00410813676119799,"ZPR1, A/B domain IPR042451",1,1,1,1,1
"IPR042460",2,0,"FUN_007225,FUN_005473","DCN1-like, PONY binding domain",NA,0.00821627352239597,"DCN1-like, PONY binding domain IPR042460",1,1,1,1,1
"IPR042463",3,0,"FUN_000160,FUN_005265,FUN_009740","Haem NO binding associated domain superfamily",NA,0.012324410283594,"Haem NO binding associated domain superfamily IPR042463",1,1,1,1,1
"IPR042467",1,0,"FUN_003780","Peptidase C65,  otubain, subdomain 2",NA,0.00410813676119799,"Peptidase C65,  otubain, subdomain 2 IPR042467",1,1,1,1,1
"IPR042468",1,0,"FUN_003780","Peptidase C65, otubain, subdomain 1",NA,0.00410813676119799,"Peptidase C65, otubain, subdomain 1 IPR042468",1,1,1,1,1
"IPR042470",2,0,"FUN_008072,FUN_001670","RecQ mediated genome instability protein, N-terminal, subdomain 2",NA,0.00821627352239597,"RecQ mediated genome instability protein, N-terminal, subdomain 2 IPR042470",1,1,1,1,1
"IPR042476",1,0,"FUN_002315","Amyloid protein-binding protein 2",NA,0.00410813676119799,"Amyloid protein-binding protein 2 IPR042476",1,1,1,1,1
"IPR042487",1,0,"FUN_002443","RuvB-like helicase 2, domain II",NA,0.00410813676119799,"RuvB-like helicase 2, domain II IPR042487",1,1,1,1,1
"IPR042489",1,0,"FUN_002460","F-actin capping protein, alpha subunit, domain 1",NA,0.00410813676119799,"F-actin capping protein, alpha subunit, domain 1 IPR042489",1,1,1,1,1
"IPR042491",1,0,"FUN_008052","Vacuolar protein sorting-associated protein 35, C-terminal",NA,0.00410813676119799,"Vacuolar protein sorting-associated protein 35, C-terminal IPR042491",1,1,1,1,1
"IPR042502",1,0,"FUN_000626","Transmembrane 7 superfamily member 3",NA,0.00410813676119799,"Transmembrane 7 superfamily member 3 IPR042502",1,1,1,1,1
"IPR042505",1,0,"FUN_002325","Cytoplasmic dynein 2 intermediate chain 1",NA,0.00410813676119799,"Cytoplasmic dynein 2 intermediate chain 1 IPR042505",1,1,1,1,1
"IPR042507",1,0,"FUN_004895","TBC1 domain family member 19",NA,0.00410813676119799,"TBC1 domain family member 19 IPR042507",1,1,1,1,1
"IPR042510",2,0,"FUN_008939,FUN_008939","Protein CIP2A",NA,0.00821627352239597,"Protein CIP2A IPR042510",1,1,1,1,1
"IPR042516",1,0,"FUN_009163","Pre-mRNA-processing-splicing factor 8, U5-snRNA-binding domain superfamily",NA,0.00410813676119799,"Pre-mRNA-processing-splicing factor 8, U5-snRNA-binding domain superfamily IPR042516",1,1,1,1,1
"IPR042521",1,0,"FUN_003591","Dual specificity tyrosine-phosphorylation-regulated kinase",NA,0.00410813676119799,"Dual specificity tyrosine-phosphorylation-regulated kinase IPR042521",1,1,1,1,1
"IPR042524",1,0,"FUN_008657","Presenilin, C-terminal",NA,0.00410813676119799,"Presenilin, C-terminal IPR042524",1,1,1,1,1
"IPR042526",1,0,"FUN_011274","Autophagy protein Atg5, helix rich domain",NA,0.00410813676119799,"Autophagy protein Atg5, helix rich domain IPR042526",1,1,1,1,1
"IPR042527",1,0,"FUN_011274","Autophagy protein Atg5, UblA domain",NA,0.00410813676119799,"Autophagy protein Atg5, UblA domain IPR042527",1,1,1,1,1
"IPR042528",1,0,"FUN_004429","Translation initiation factor eIF-2B subunit alpha, N-terminal",NA,0.00410813676119799,"Translation initiation factor eIF-2B subunit alpha, N-terminal IPR042528",1,1,1,1,1
"IPR042529",5,0,"FUN_000143,FUN_004429,FUN_000487,FUN_006111,FUN_014797","Initiation factor 2B-like, C-terminal",NA,0.0205406838059899,"Initiation factor 2B-like, C-terminal IPR042529",1,1,1,1,1
"IPR042532",1,0,"FUN_004760","Exocyst complex component EXOC3/Sec6, C-terminal domain",NA,0.00410813676119799,"Exocyst complex component EXOC3/Sec6, C-terminal domain IPR042532",1,1,1,1,1
"IPR042534",1,0,"FUN_007989","Sin3 associated polypeptide p18 superfamily",NA,0.00410813676119799,"Sin3 associated polypeptide p18 superfamily IPR042534",1,1,1,1,1
