"interpro_accession","total_freq","inKaKs2","geneid_vec","interpro_description","geneid_vec_wKaKs2","expected_freq","IDlong","fisher_res","fisher_res_BF","fisher_res_Holm","fisher_res_BH","fisher_res_BY"
"IPR003410",69,1,"FUN_000503,FUN_001895,FUN_001895,FUN_001895,FUN_004269,FUN_004269,FUN_004269,FUN_004269,FUN_004269,FUN_004269,FUN_004269,FUN_004269,FUN_004269,FUN_004269,FUN_003150,FUN_004163,FUN_003149,FUN_003078,FUN_007863,FUN_007863,FUN_007863,FUN_006895,FUN_004646,FUN_004646,FUN_004646,FUN_004646,FUN_004646,FUN_004646,FUN_007907,FUN_007907,FUN_007907,FUN_007907,FUN_007907,FUN_007907,FUN_007907,FUN_007907,FUN_007907,FUN_010361,FUN_010361,FUN_010361,FUN_010361,FUN_010537,FUN_010537,FUN_010537,FUN_010537,FUN_010176,FUN_010340,FUN_010340,FUN_010340,FUN_010340,FUN_010340,FUN_009515,FUN_009515,FUN_008008,FUN_008008,FUN_008019,FUN_008019,FUN_008019,FUN_000020,FUN_000020,FUN_000020,FUN_009672,FUN_011086,FUN_009630,FUN_009630,FUN_009630,FUN_005383,FUN_005383,FUN_005383","HYR domain","FUN_010340",0.283461436522661,"HYR domain IPR003410",0.247405457777834,1,1,1,1
"IPR003959",70,1,"FUN_001274,FUN_002844,FUN_001268,FUN_000462,FUN_001136,FUN_001136,FUN_004191,FUN_000711,FUN_004128,FUN_001403,FUN_001403,FUN_004337,FUN_004337,FUN_000470,FUN_002227,FUN_002227,FUN_004098,FUN_001577,FUN_002748,FUN_003514,FUN_002327,FUN_005323,FUN_005639,FUN_005043,FUN_005043,FUN_008161,FUN_008488,FUN_005626,FUN_008577,FUN_008598,FUN_006326,FUN_004787,FUN_008472,FUN_013162,FUN_013162,FUN_010103,FUN_011260,FUN_011260,FUN_012631,FUN_011781,FUN_014095,FUN_009799,FUN_014281,FUN_010899,FUN_014188,FUN_012182,FUN_011114,FUN_012710,FUN_012710,FUN_011113,FUN_014089,FUN_014089,FUN_015115,FUN_015115,FUN_015009,FUN_016368,FUN_014987,FUN_016232,FUN_015008,FUN_015183,FUN_015864,FUN_015864,FUN_016491,FUN_016207,FUN_016207,FUN_011179,FUN_009259,FUN_003712,FUN_003712,FUN_009258","ATPase, AAA-type, core","FUN_016207",0.287569573283859,"ATPase, AAA-type, core IPR003959",0.250501263052647,1,1,1,1
"IPR011050",70,1,"FUN_000636,FUN_000083,FUN_000083,FUN_002053,FUN_002053,FUN_002053,FUN_000424,FUN_003287,FUN_004232,FUN_002949,FUN_000368,FUN_002118,FUN_003195,FUN_003195,FUN_003195,FUN_003195,FUN_003809,FUN_001927,FUN_000212,FUN_000683,FUN_004081,FUN_003518,FUN_001562,FUN_001604,FUN_001232,FUN_001232,FUN_000211,FUN_003033,FUN_008691,FUN_007901,FUN_007901,FUN_007266,FUN_008399,FUN_008225,FUN_005461,FUN_007029,FUN_007480,FUN_007480,FUN_008121,FUN_005764,FUN_004627,FUN_006195,FUN_007202,FUN_006556,FUN_006130,FUN_007378,FUN_007378,FUN_005616,FUN_008660,FUN_007377,FUN_007025,FUN_006177,FUN_009482,FUN_013267,FUN_013268,FUN_010452,FUN_009885,FUN_009907,FUN_009662,FUN_010047,FUN_010831,FUN_013266,FUN_014791,FUN_015305,FUN_015305,FUN_015305,FUN_008616,FUN_003429,FUN_003429,FUN_003429","Pectin lyase fold/virulence factor","FUN_008616",0.287569573283859,"Pectin lyase fold/virulence factor IPR011050",0.250501263052647,1,1,1,1
"IPR013519",77,1,"FUN_004080,FUN_004080,FUN_004080,FUN_004080,FUN_003838,FUN_003838,FUN_003838,FUN_003838,FUN_003838,FUN_003838,FUN_001007,FUN_001007,FUN_001007,FUN_001007,FUN_001007,FUN_001007,FUN_001007,FUN_001007,FUN_001007,FUN_001007,FUN_004051,FUN_004051,FUN_004051,FUN_008163,FUN_008163,FUN_008163,FUN_008163,FUN_006023,FUN_006023,FUN_006023,FUN_006023,FUN_004978,FUN_004978,FUN_004978,FUN_008079,FUN_008079,FUN_008079,FUN_008079,FUN_006021,FUN_006021,FUN_006021,FUN_006021,FUN_006021,FUN_009040,FUN_009040,FUN_009040,FUN_006273,FUN_006273,FUN_006273,FUN_006273,FUN_007317,FUN_007317,FUN_007317,FUN_011831,FUN_011831,FUN_011831,FUN_011831,FUN_012440,FUN_012440,FUN_012440,FUN_012440,FUN_012440,FUN_012510,FUN_012510,FUN_012510,FUN_012510,FUN_003440,FUN_003440,FUN_003440,FUN_003440,FUN_003440,FUN_006022,FUN_006022,FUN_006022,FUN_006022,FUN_011262,FUN_011262","Integrin alpha beta-propellor","FUN_012440",0.316326530612245,"Integrin alpha beta-propellor IPR013519",0.27181984550151,1,1,1,1
"IPR013783",260,2,"FUN_001511,FUN_000083,FUN_000083,FUN_000083,FUN_000083,FUN_000083,FUN_000083,FUN_000083,FUN_000083,FUN_002316,FUN_002236,FUN_000894,FUN_000894,FUN_002935,FUN_002935,FUN_001740,FUN_001386,FUN_001386,FUN_001386,FUN_001386,FUN_001425,FUN_000131,FUN_000180,FUN_002617,FUN_000322,FUN_000322,FUN_000711,FUN_003195,FUN_001657,FUN_000096,FUN_000096,FUN_000849,FUN_001738,FUN_001542,FUN_001037,FUN_000093,FUN_000093,FUN_000093,FUN_000093,FUN_001530,FUN_003844,FUN_004532,FUN_000323,FUN_000323,FUN_000323,FUN_000323,FUN_002174,FUN_003998,FUN_002018,FUN_002018,FUN_002018,FUN_002018,FUN_000324,FUN_000324,FUN_000324,FUN_003335,FUN_002857,FUN_002857,FUN_002857,FUN_002857,FUN_002857,FUN_002857,FUN_002857,FUN_002779,FUN_001064,FUN_003315,FUN_001295,FUN_001295,FUN_001295,FUN_001789,FUN_000296,FUN_001817,FUN_002430,FUN_007743,FUN_007743,FUN_007408,FUN_007440,FUN_007601,FUN_007028,FUN_006075,FUN_007013,FUN_007013,FUN_007013,FUN_007013,FUN_007013,FUN_006081,FUN_005601,FUN_005601,FUN_005601,FUN_005601,FUN_005601,FUN_005601,FUN_005943,FUN_005943,FUN_005943,FUN_005943,FUN_009203,FUN_006057,FUN_008279,FUN_004736,FUN_005697,FUN_006238,FUN_008355,FUN_008117,FUN_008222,FUN_006279,FUN_006459,FUN_008014,FUN_008014,FUN_008014,FUN_008014,FUN_008014,FUN_008014,FUN_008014,FUN_008014,FUN_008014,FUN_008014,FUN_008014,FUN_008014,FUN_008014,FUN_008014,FUN_008014,FUN_008014,FUN_008014,FUN_008014,FUN_008014,FUN_008014,FUN_008014,FUN_005361,FUN_005361,FUN_005361,FUN_005361,FUN_005361,FUN_007417,FUN_005991,FUN_008514,FUN_009932,FUN_014042,FUN_010683,FUN_010464,FUN_011363,FUN_014236,FUN_012251,FUN_012251,FUN_012251,FUN_012251,FUN_012251,FUN_012251,FUN_012251,FUN_012251,FUN_012251,FUN_012251,FUN_009768,FUN_009254,FUN_012585,FUN_014551,FUN_011459,FUN_011459,FUN_010871,FUN_010681,FUN_010242,FUN_009660,FUN_009660,FUN_009660,FUN_009660,FUN_009660,FUN_009660,FUN_009660,FUN_009660,FUN_009769,FUN_011036,FUN_011460,FUN_011216,FUN_011216,FUN_011216,FUN_011378,FUN_016403,FUN_016195,FUN_016189,FUN_016745,FUN_016743,FUN_016586,FUN_016120,FUN_016120,FUN_016120,FUN_016120,FUN_016120,FUN_016120,FUN_016120,FUN_016120,FUN_016120,FUN_016120,FUN_015656,FUN_015656,FUN_016281,FUN_016281,FUN_016778,FUN_015259,FUN_016079,FUN_016079,FUN_016079,FUN_015769,FUN_014861,FUN_016190,FUN_016235,FUN_015987,FUN_015412,FUN_016193,FUN_015128,FUN_015550,FUN_015493,FUN_016078,FUN_016779,FUN_016629,FUN_006827,FUN_006827,FUN_006827,FUN_006827,FUN_006827,FUN_006827,FUN_006827,FUN_006827,FUN_006827,FUN_016080,FUN_016080,FUN_016080,FUN_016080,FUN_016080,FUN_010475,FUN_010505,FUN_002256,FUN_002256,FUN_010483,FUN_010483,FUN_016119,FUN_016119,FUN_016119,FUN_016119,FUN_016119,FUN_016119,FUN_016119,FUN_001751,FUN_010472,FUN_005205,FUN_005340,FUN_005340,FUN_005340,FUN_005340,FUN_001658,FUN_009579,FUN_011823,FUN_011823,FUN_011823,FUN_011823,FUN_011823,FUN_011823,FUN_011823,FUN_011823,FUN_011823,FUN_011823","Immunoglobulin-like fold","FUN_001530,FUN_006238",1.06811555791148,"Immunoglobulin-like fold IPR013783",0.289389198801473,1,1,1,1
"IPR043129",83,1,"FUN_004095,FUN_004555,FUN_003509,FUN_003509,FUN_004039,FUN_004039,FUN_001235,FUN_001235,FUN_002376,FUN_000179,FUN_000179,FUN_000583,FUN_003956,FUN_000873,FUN_000873,FUN_007262,FUN_004595,FUN_007980,FUN_005493,FUN_005494,FUN_006263,FUN_005321,FUN_005321,FUN_006387,FUN_006387,FUN_004763,FUN_004763,FUN_005654,FUN_006467,FUN_006583,FUN_006583,FUN_007101,FUN_007101,FUN_011804,FUN_011804,FUN_013309,FUN_013525,FUN_013525,FUN_009975,FUN_009975,FUN_014275,FUN_014275,FUN_013576,FUN_013576,FUN_014371,FUN_014371,FUN_014507,FUN_014507,FUN_010187,FUN_014191,FUN_010821,FUN_014704,FUN_013227,FUN_013227,FUN_014110,FUN_014110,FUN_013153,FUN_013486,FUN_012114,FUN_012114,FUN_012301,FUN_012301,FUN_015367,FUN_015367,FUN_015329,FUN_014848,FUN_016130,FUN_015583,FUN_016581,FUN_016431,FUN_016431,FUN_014897,FUN_014897,FUN_016676,FUN_016676,FUN_016133,FUN_015724,FUN_010511,FUN_010511,FUN_010896,FUN_010938,FUN_000914,FUN_000914","ATPase, nucleotide binding domain","FUN_010938",0.340975351179433,"ATPase, nucleotide binding domain IPR043129",0.289611797013711,1,1,1,1
"IPR036465",84,1,"FUN_001208,FUN_003250,FUN_003813,FUN_000114,FUN_004414,FUN_004322,FUN_002638,FUN_001398,FUN_002301,FUN_002301,FUN_002301,FUN_002301,FUN_007953,FUN_007814,FUN_004852,FUN_004852,FUN_004852,FUN_004852,FUN_008366,FUN_009084,FUN_005688,FUN_006147,FUN_004607,FUN_008462,FUN_009039,FUN_008578,FUN_008578,FUN_008578,FUN_006986,FUN_008473,FUN_006702,FUN_004850,FUN_004850,FUN_004850,FUN_004850,FUN_004850,FUN_007656,FUN_011003,FUN_011003,FUN_011003,FUN_011034,FUN_014361,FUN_013784,FUN_009565,FUN_009565,FUN_009565,FUN_011411,FUN_009341,FUN_011833,FUN_013398,FUN_012154,FUN_009703,FUN_013217,FUN_009652,FUN_009292,FUN_010656,FUN_013785,FUN_016172,FUN_016853,FUN_015039,FUN_016852,FUN_016615,FUN_014771,FUN_015996,FUN_015038,FUN_016513,FUN_016249,FUN_004842,FUN_004842,FUN_004842,FUN_004842,FUN_004842,FUN_004842,FUN_004842,FUN_004842,FUN_011039,FUN_009845,FUN_010896,FUN_011086,FUN_010847,FUN_001835,FUN_001835,FUN_004835,FUN_011427","von Willebrand factor A-like domain superfamily","FUN_004842",0.345083487940631,"von Willebrand factor A-like domain superfamily IPR036465",0.292534761803488,1,1,1,1
"IPR003961",94,1,"FUN_001740,FUN_001924,FUN_000096,FUN_000096,FUN_000096,FUN_000093,FUN_000093,FUN_000093,FUN_000093,FUN_003844,FUN_004532,FUN_003998,FUN_003998,FUN_003998,FUN_002857,FUN_002857,FUN_002857,FUN_002857,FUN_002857,FUN_002857,FUN_002857,FUN_002779,FUN_000296,FUN_007028,FUN_005601,FUN_005601,FUN_005601,FUN_005601,FUN_005601,FUN_005601,FUN_006238,FUN_008222,FUN_005361,FUN_005361,FUN_005361,FUN_005361,FUN_005991,FUN_005991,FUN_005991,FUN_011363,FUN_012251,FUN_012251,FUN_012251,FUN_012251,FUN_012251,FUN_012251,FUN_012251,FUN_012251,FUN_012251,FUN_012251,FUN_012251,FUN_012251,FUN_012251,FUN_012251,FUN_012251,FUN_012251,FUN_016189,FUN_016743,FUN_015770,FUN_015259,FUN_016078,FUN_016629,FUN_006827,FUN_006827,FUN_006827,FUN_006827,FUN_006827,FUN_006827,FUN_006827,FUN_006827,FUN_006827,FUN_006827,FUN_016080,FUN_016080,FUN_016080,FUN_016080,FUN_005796,FUN_000020,FUN_010483,FUN_010483,FUN_005205,FUN_011823,FUN_011823,FUN_011823,FUN_011823,FUN_011823,FUN_011823,FUN_011823,FUN_011823,FUN_011823,FUN_011823,FUN_011823,FUN_011823,FUN_011823","Fibronectin type III","FUN_006238",0.386164855552611,"Fibronectin type III IPR003961",0.321113957520353,1,1,1,1
"IPR035979",96,1,"FUN_004021,FUN_001040,FUN_002260,FUN_001676,FUN_001705,FUN_001140,FUN_000570,FUN_002467,FUN_002467,FUN_004271,FUN_001254,FUN_001254,FUN_003032,FUN_002862,FUN_000464,FUN_004447,FUN_000741,FUN_002333,FUN_001852,FUN_004189,FUN_002231,FUN_000834,FUN_000129,FUN_000203,FUN_000203,FUN_003859,FUN_003553,FUN_003553,FUN_000715,FUN_002941,FUN_003016,FUN_000730,FUN_000730,FUN_000617,FUN_003627,FUN_003229,FUN_000745,FUN_000311,FUN_004592,FUN_004592,FUN_007958,FUN_004711,FUN_004711,FUN_005420,FUN_006552,FUN_006552,FUN_005444,FUN_007618,FUN_007618,FUN_007618,FUN_008944,FUN_009023,FUN_009023,FUN_006911,FUN_007619,FUN_005045,FUN_005045,FUN_008996,FUN_008996,FUN_005312,FUN_008788,FUN_007094,FUN_006409,FUN_006409,FUN_008157,FUN_006444,FUN_005536,FUN_005189,FUN_004728,FUN_004728,FUN_008323,FUN_006972,FUN_006350,FUN_007584,FUN_009610,FUN_010311,FUN_012332,FUN_012110,FUN_012002,FUN_011994,FUN_011999,FUN_011996,FUN_012108,FUN_010385,FUN_010656,FUN_009609,FUN_009609,FUN_011299,FUN_000687,FUN_009554,FUN_001148,FUN_001148,FUN_001148,FUN_001148,FUN_001148,FUN_010513","RNA-binding domain superfamily","FUN_000617",0.394381129075007,"RNA-binding domain superfamily IPR035979",0.326690369339437,1,1,1,1
"IPR020894",118,1,"FUN_004019,FUN_004019,FUN_004019,FUN_004019,FUN_004019,FUN_004019,FUN_004019,FUN_004019,FUN_004019,FUN_004019,FUN_004019,FUN_004019,FUN_004019,FUN_004019,FUN_004019,FUN_004019,FUN_000114,FUN_004146,FUN_004146,FUN_004146,FUN_004146,FUN_004146,FUN_004146,FUN_004146,FUN_004146,FUN_000296,FUN_000296,FUN_000296,FUN_000296,FUN_000296,FUN_000296,FUN_000296,FUN_000296,FUN_000296,FUN_000296,FUN_000296,FUN_000296,FUN_000296,FUN_000296,FUN_000296,FUN_000296,FUN_000296,FUN_000296,FUN_000296,FUN_000296,FUN_000296,FUN_000296,FUN_000296,FUN_000296,FUN_000296,FUN_000296,FUN_000296,FUN_000296,FUN_000296,FUN_000296,FUN_000296,FUN_000296,FUN_000296,FUN_000296,FUN_004607,FUN_007954,FUN_009678,FUN_012242,FUN_012242,FUN_012242,FUN_012242,FUN_012242,FUN_012242,FUN_012242,FUN_012242,FUN_012242,FUN_012242,FUN_012242,FUN_012242,FUN_012242,FUN_009679,FUN_009679,FUN_009679,FUN_009679,FUN_009677,FUN_012508,FUN_012508,FUN_012508,FUN_009652,FUN_009652,FUN_009652,FUN_009652,FUN_009652,FUN_009652,FUN_009652,FUN_009652,FUN_009652,FUN_009652,FUN_009652,FUN_009650,FUN_012530,FUN_009636,FUN_009636,FUN_009636,FUN_009636,FUN_009636,FUN_009636,FUN_009636,FUN_009636,FUN_009636,FUN_009636,FUN_009636,FUN_009636,FUN_009898,FUN_009898,FUN_009898,FUN_009898,FUN_009898,FUN_009898,FUN_009898,FUN_009898,FUN_009898,FUN_001658","Cadherin conserved site","FUN_009636",0.484760137821362,"Cadherin conserved site IPR020894",0.38510176065806,1,1,1,1
"IPR000048",132,1,"FUN_001018,FUN_001018,FUN_001018,FUN_001719,FUN_001719,FUN_001719,FUN_001309,FUN_001019,FUN_000789,FUN_002881,FUN_002881,FUN_002881,FUN_002881,FUN_002073,FUN_001253,FUN_000949,FUN_000949,FUN_000949,FUN_001559,FUN_002009,FUN_003335,FUN_002631,FUN_000631,FUN_007004,FUN_008976,FUN_008779,FUN_007910,FUN_008993,FUN_009071,FUN_009071,FUN_009071,FUN_005724,FUN_006858,FUN_005621,FUN_005621,FUN_005621,FUN_006543,FUN_008934,FUN_007725,FUN_007725,FUN_007725,FUN_006054,FUN_005152,FUN_010399,FUN_009514,FUN_009856,FUN_011057,FUN_011057,FUN_010795,FUN_009581,FUN_009581,FUN_009581,FUN_009581,FUN_009581,FUN_009581,FUN_009581,FUN_009581,FUN_009581,FUN_009581,FUN_009581,FUN_009581,FUN_009581,FUN_009581,FUN_009581,FUN_009581,FUN_009581,FUN_009581,FUN_009581,FUN_009581,FUN_009581,FUN_009581,FUN_009581,FUN_009581,FUN_009581,FUN_009581,FUN_009581,FUN_009581,FUN_009581,FUN_009581,FUN_009581,FUN_012250,FUN_010679,FUN_010679,FUN_010679,FUN_001832,FUN_001832,FUN_001832,FUN_001832,FUN_001832,FUN_001832,FUN_001832,FUN_001832,FUN_001832,FUN_001832,FUN_003507,FUN_003564,FUN_003564,FUN_003564,FUN_008995,FUN_008995,FUN_008995,FUN_008995,FUN_008995,FUN_008995,FUN_008995,FUN_008995,FUN_008995,FUN_008995,FUN_008995,FUN_008995,FUN_008995,FUN_008995,FUN_008995,FUN_008995,FUN_008995,FUN_008995,FUN_008995,FUN_008995,FUN_008995,FUN_008995,FUN_008995,FUN_008995,FUN_008995,FUN_008995,FUN_008995,FUN_008995,FUN_002776,FUN_002776,FUN_002776,FUN_002776,FUN_005340,FUN_005340","IQ motif, EF-hand binding site","FUN_007725",0.542274052478134,"IQ motif, EF-hand binding site IPR000048",0.419617149749726,1,1,1,1
"IPR011989",145,1,"FUN_000905,FUN_000388,FUN_000246,FUN_004166,FUN_003941,FUN_000251,FUN_000251,FUN_000453,FUN_000453,FUN_003157,FUN_002832,FUN_002832,FUN_001697,FUN_001697,FUN_001697,FUN_002648,FUN_000198,FUN_003573,FUN_000505,FUN_002626,FUN_002158,FUN_000943,FUN_001394,FUN_000874,FUN_003037,FUN_003037,FUN_001482,FUN_001283,FUN_002952,FUN_004562,FUN_004317,FUN_000922,FUN_000922,FUN_000724,FUN_001498,FUN_004216,FUN_004216,FUN_002826,FUN_002826,FUN_001850,FUN_004167,FUN_001106,FUN_008380,FUN_004765,FUN_007088,FUN_006927,FUN_008328,FUN_008031,FUN_005160,FUN_005972,FUN_005198,FUN_006422,FUN_005973,FUN_009007,FUN_006684,FUN_008713,FUN_007337,FUN_008958,FUN_005826,FUN_005826,FUN_005826,FUN_005826,FUN_005816,FUN_008283,FUN_005834,FUN_005023,FUN_006601,FUN_005280,FUN_006801,FUN_009022,FUN_007247,FUN_007247,FUN_007386,FUN_005339,FUN_009050,FUN_006036,FUN_006036,FUN_007845,FUN_007930,FUN_008190,FUN_004729,FUN_004729,FUN_006547,FUN_007387,FUN_007387,FUN_005029,FUN_008934,FUN_007297,FUN_006031,FUN_006031,FUN_005870,FUN_004891,FUN_006851,FUN_006851,FUN_006851,FUN_006595,FUN_008327,FUN_008327,FUN_008327,FUN_007591,FUN_007591,FUN_007591,FUN_004587,FUN_004587,FUN_004587,FUN_008156,FUN_005600,FUN_011266,FUN_011266,FUN_010496,FUN_011554,FUN_010851,FUN_010915,FUN_009504,FUN_010494,FUN_009939,FUN_009805,FUN_010495,FUN_011147,FUN_009712,FUN_009711,FUN_011259,FUN_011259,FUN_010569,FUN_010569,FUN_012527,FUN_011932,FUN_011944,FUN_009349,FUN_012139,FUN_009794,FUN_015163,FUN_016685,FUN_003968,FUN_007135,FUN_007135,FUN_010940,FUN_000182,FUN_004121,FUN_004121,FUN_004121,FUN_005319,FUN_011323,FUN_008233,FUN_007081","Armadillo-like helical","FUN_007591",0.595679830373708,"Armadillo-like helical IPR011989",0.449937600556671,1,1,1,1
"IPR001611",388,2,"FUN_000695,FUN_000695,FUN_000695,FUN_000695,FUN_000695,FUN_000695,FUN_000695,FUN_000695,FUN_000695,FUN_000695,FUN_000695,FUN_003087,FUN_003087,FUN_001880,FUN_001880,FUN_001880,FUN_001880,FUN_001880,FUN_001880,FUN_001880,FUN_001880,FUN_001880,FUN_001880,FUN_001880,FUN_002951,FUN_002951,FUN_003750,FUN_003772,FUN_003772,FUN_003772,FUN_003772,FUN_000178,FUN_000178,FUN_000178,FUN_000178,FUN_000178,FUN_001868,FUN_001868,FUN_001868,FUN_001868,FUN_001868,FUN_001868,FUN_001868,FUN_001868,FUN_001868,FUN_001868,FUN_001868,FUN_001868,FUN_003118,FUN_003118,FUN_003118,FUN_003118,FUN_001405,FUN_001405,FUN_001405,FUN_001405,FUN_001405,FUN_001405,FUN_001405,FUN_001405,FUN_001405,FUN_001405,FUN_004509,FUN_004509,FUN_004509,FUN_004509,FUN_003705,FUN_000164,FUN_000164,FUN_000164,FUN_000164,FUN_001275,FUN_001275,FUN_001275,FUN_001275,FUN_001275,FUN_001275,FUN_001275,FUN_001275,FUN_001275,FUN_001275,FUN_004489,FUN_004197,FUN_004197,FUN_004197,FUN_004197,FUN_004197,FUN_004197,FUN_004197,FUN_001021,FUN_001021,FUN_001021,FUN_001021,FUN_001021,FUN_001021,FUN_001021,FUN_001021,FUN_001021,FUN_001021,FUN_001021,FUN_001021,FUN_004368,FUN_004368,FUN_004368,FUN_004368,FUN_005792,FUN_006275,FUN_006275,FUN_006275,FUN_008674,FUN_008674,FUN_006900,FUN_006900,FUN_006900,FUN_006900,FUN_006900,FUN_006900,FUN_006900,FUN_006900,FUN_006900,FUN_006900,FUN_006900,FUN_006900,FUN_008271,FUN_008271,FUN_008271,FUN_008271,FUN_008271,FUN_008271,FUN_008271,FUN_008271,FUN_008271,FUN_008271,FUN_008271,FUN_008261,FUN_008261,FUN_006759,FUN_006759,FUN_004578,FUN_004578,FUN_004578,FUN_004578,FUN_004578,FUN_004578,FUN_006200,FUN_006200,FUN_007885,FUN_007885,FUN_007885,FUN_007885,FUN_005601,FUN_005601,FUN_005601,FUN_005601,FUN_008428,FUN_008428,FUN_007407,FUN_007407,FUN_007407,FUN_007407,FUN_007407,FUN_007407,FUN_007407,FUN_007407,FUN_007407,FUN_007407,FUN_007407,FUN_007407,FUN_007407,FUN_007407,FUN_008845,FUN_008845,FUN_008845,FUN_007551,FUN_007551,FUN_007551,FUN_007551,FUN_007551,FUN_007551,FUN_007551,FUN_007551,FUN_007379,FUN_007379,FUN_007379,FUN_007379,FUN_007379,FUN_007379,FUN_007379,FUN_008896,FUN_008896,FUN_008896,FUN_008896,FUN_008896,FUN_008896,FUN_008896,FUN_008570,FUN_008570,FUN_008570,FUN_008570,FUN_008570,FUN_008570,FUN_008570,FUN_007972,FUN_007722,FUN_007722,FUN_007722,FUN_007722,FUN_007722,FUN_005248,FUN_005248,FUN_008755,FUN_008755,FUN_008755,FUN_008755,FUN_007853,FUN_007853,FUN_007853,FUN_007853,FUN_007853,FUN_007853,FUN_007853,FUN_007853,FUN_007853,FUN_007853,FUN_007853,FUN_007853,FUN_007853,FUN_007516,FUN_007516,FUN_007516,FUN_007516,FUN_007516,FUN_007516,FUN_007516,FUN_007516,FUN_007516,FUN_008322,FUN_008322,FUN_008322,FUN_008760,FUN_008760,FUN_008760,FUN_008760,FUN_008760,FUN_008760,FUN_008760,FUN_008760,FUN_008760,FUN_008760,FUN_008760,FUN_008760,FUN_008760,FUN_008760,FUN_008760,FUN_008760,FUN_006097,FUN_006097,FUN_006097,FUN_006097,FUN_006097,FUN_006097,FUN_006511,FUN_006511,FUN_006511,FUN_008426,FUN_008426,FUN_008426,FUN_006673,FUN_006673,FUN_006673,FUN_006673,FUN_005805,FUN_006805,FUN_006805,FUN_006805,FUN_006805,FUN_009842,FUN_009479,FUN_009479,FUN_009479,FUN_009479,FUN_009479,FUN_009479,FUN_009479,FUN_009479,FUN_009479,FUN_009782,FUN_009782,FUN_009782,FUN_009782,FUN_010875,FUN_010875,FUN_010875,FUN_009881,FUN_009881,FUN_011291,FUN_011291,FUN_011291,FUN_011291,FUN_010788,FUN_010788,FUN_010788,FUN_010788,FUN_010788,FUN_010788,FUN_010591,FUN_010591,FUN_010591,FUN_010591,FUN_009743,FUN_009743,FUN_009743,FUN_009743,FUN_009743,FUN_011156,FUN_011156,FUN_011156,FUN_011156,FUN_011156,FUN_011156,FUN_011156,FUN_015384,FUN_015384,FUN_015384,FUN_015384,FUN_003082,FUN_006863,FUN_006863,FUN_000328,FUN_000328,FUN_009531,FUN_009531,FUN_009531,FUN_009531,FUN_009531,FUN_002908,FUN_002908,FUN_002908,FUN_002908,FUN_002908,FUN_002908,FUN_005634,FUN_005634,FUN_009229,FUN_009229,FUN_009229,FUN_009229,FUN_009229,FUN_009229,FUN_009229,FUN_009229,FUN_009229,FUN_009229,FUN_009229,FUN_009229,FUN_009229,FUN_006758,FUN_006758,FUN_000076,FUN_000076,FUN_000076,FUN_006450,FUN_006450,FUN_006450,FUN_006450,FUN_006450,FUN_006450,FUN_006450,FUN_006450,FUN_006450,FUN_006450,FUN_006450,FUN_006450,FUN_006450,FUN_006450,FUN_006450,FUN_006450,FUN_006450,FUN_006450,FUN_006450,FUN_005340,FUN_005340,FUN_005340,FUN_005340,FUN_005340,FUN_006830,FUN_006830,FUN_006830","Leucine-rich repeat","FUN_006900,FUN_008845",1.59395706334482,"Leucine-rich repeat IPR001611",0.474216146431908,1,1,1,1
